,기준_년분기_코드,행정동_코드,월_평균_소득_금액,음식_지출_총금액,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수,당월_매출_금액,당월_매출_건수,총_직장_인구_수,총_상주인구_수,총_유동인구_수
0,20231,11650652,3222382,3342744000,287,318,2,5,3,8,31,25472897119,614306,43401,23406,5970984
1,20231,11680690,3550527,714958000,88,97,2,2,2,2,9,10267281635,294118,8809,18031,3459896
2,20231,11680656,6567504,2347576000,106,120,3,3,7,8,14,10835924940,262248,192577,24138,3945565
3,20231,11710641,3568357,874812000,92,99,4,4,12,12,7,5909898978,162844,34975,21688,4485287
4,20231,11710610,2779980,1700014000,156,171,3,5,4,6,15,10310320177,315015,7762,33572,6582284
5,20231,11740550,4618641,282690000,35,37,0,0,0,0,2,1604403898,50865,2188,16057,3825786
6,20231,11740560,2465499,515662000,58,67,5,3,2,1,9,3414537771,105077,1985,8110,2328314
7,20231,11740610,2749741,3049511000,262,289,4,12,5,14,27,18120690698,528802,3817,30887,11398465
8,20231,11110615,3245251,19920662000,1017,1098,3,29,3,32,81,109066423037,2578011,97451,7051,14180166
9,20231,11140550,3733600,9139720000,431,501,3,15,4,19,70,69026633073,1670584,72930,2450,5470789
10,20231,11140650,3027979,1013353000,148,153,4,6,3,4,5,7906047285,208233,871,9927,3970529
11,20231,11140635,3894878,607873000,60,63,0,0,2,1,3,5105417806,173575,17658,18461,2125755
12,20231,11140540,4442451,2481664000,229,259,3,8,2,4,30,21830981721,546820,58705,4305,4527497
13,20231,11170530,3183091,3403956000,204,233,3,6,2,5,29,26498698112,579638,21173,6632,2309709
14,20231,11170690,4208562,607442000,24,25,0,0,0,0,1,802669838,34888,14416,13291,1832485
15,20231,11170510,3013677,694642000,79,85,1,1,5,4,6,5528714845,131811,2324,18208,4409716
16,20231,11200620,4442144,399713000,51,53,2,1,6,3,2,2364959838,51021,1331,14290,2965226
17,20231,11200790,2484354,1015508000,119,128,2,3,1,1,9,6221228016,217496,4708,15032,3414654
18,20231,11215770,2523958,1032119000,108,118,2,2,6,7,10,4495152558,139615,5044,30966,6607475
19,20231,11215710,2470026,9200836000,348,383,3,13,5,20,35,28591887545,754613,2662,20588,9565693
20,20231,11230710,3217279,2222606000,151,175,5,9,4,7,24,8998892530,287480,784,10009,5455906
21,20231,11230730,3071586,362619000,52,57,7,4,0,0,5,1888807879,92125,4402,23906,4871475
22,20231,11260660,2231082,334166000,65,67,2,1,3,2,2,4070624854,100297,1076,17398,4410286
23,20231,11290685,3736133,870799000,73,77,1,1,5,4,4,2353547184,91556,722,11218,4992259
24,20231,11290630,2934717,694915000,44,50,0,0,0,0,6,2378334080,61880,1757,23438,5878391
25,20231,11305603,2308539,100909000,29,30,7,2,7,2,1,776350788,16652,1380,18104,3143797
26,20231,11305608,2548326,418047000,38,42,0,0,0,0,4,1834823407,56445,1263,20018,3468224
27,20231,11320690,2895702,1651117000,233,258,3,7,7,18,25,7531128319,231490,6582,30854,6713096
28,20231,11350570,2728093,327275000,31,34,6,2,3,1,3,363867451,31762,1268,27157,3877176
29,20231,11350621,4623227,884231000,33,42,7,3,2,1,9,174465332,13323,2169,29087,3842693
30,20231,11380530,2396457,980610000,133,136,2,3,2,2,3,5603550966,218711,3113,28518,5675431
31,20231,11380580,2726133,1427753000,122,135,4,6,3,4,13,9038471330,313279,2895,25166,5806278
32,20231,11380600,2360910,1808765000,193,209,5,11,4,9,16,10412404605,268950,2243,26254,8420783
33,20231,11410700,3237719,1146063000,122,134,2,3,5,7,12,4297251034,141807,1792,22912,5792038
34,20231,11410615,3383749,2239881000,149,158,2,3,4,7,9,11345409341,337734,14856,37904,8354600
35,20231,11410565,3210231,1510019000,201,223,1,3,4,9,22,13455340211,418625,14173,17627,10266560
36,20231,11440565,4047702,1711936000,216,230,1,3,2,5,14,14016543816,290966,14467,37133,15202726
37,20231,11440720,2814646,1011922000,90,96,2,2,2,2,6,5661126192,168556,5829,19859,6364409
38,20231,11440730,3521472,876085000,90,100,4,4,5,5,10,4552472143,211678,2757,36249,6941981
39,20231,11440710,2980162,5825073000,216,218,4,8,8,18,2,10939806696,226055,3213,17597,6478086
40,20231,11470570,2727225,421446000,49,52,2,1,4,2,3,2053504858,60590,2996,22442,3904744
41,20231,11470611,2343943,475134000,72,77,0,0,4,3,5,2451443304,87403,4357,23403,2142156
42,20231,11470640,3158844,630909000,54,66,0,0,5,3,12,1944484164,67576,7022,47275,7591309
43,20231,11500611,3192517,3063935000,181,203,6,13,6,12,22,5485755832,193201,3230,39598,5615584
44,20231,11500630,3407916,1656310000,159,176,5,9,4,7,17,7790448331,222274,7575,44245,7675047
45,20231,11500570,2423768,954961000,131,140,4,5,3,4,9,5141693235,152295,2710,22351,4505715
46,20231,11530750,3068971,807149000,55,64,2,1,6,4,9,5101876386,144457,8038,34282,3958996
47,20231,11530530,2453690,1440434000,237,252,1,3,4,10,15,8919449651,280713,13937,27306,9080373
48,20231,11560630,2780044,793105000,88,98,2,2,3,3,10,5653244220,161991,3535,17202,5455214
49,20231,11560515,3286751,875439000,101,114,6,7,5,6,13,5631475005,110456,5708,22836,6879090
50,20231,11590620,2855173,3782508000,196,210,3,7,3,6,14,18984585564,416748,3916,22033,7106643
51,20231,11590540,3826699,978873000,85,103,0,0,4,4,18,3145264782,91152,1732,24850,5032987
52,20231,11590670,3845094,562890000,67,72,4,3,1,1,5,3365911304,92450,7418,25113,4578240
53,20231,11620585,3225725,5039093000,191,211,3,7,3,7,20,16842414407,380191,10344,15762,6218622
54,20231,11620695,2434279,2826018000,212,239,1,3,2,5,27,18038937918,469192,1946,19935,10093262
55,20231,11650550,5583021,84148000,17,18,0,0,0,0,1,243392862,5911,24429,12869,336700
56,20231,11680630,4101144,5328964000,268,309,5,16,4,13,41,42069532949,1121725,33305,20756,10280579
57,20231,11680700,3885403,1119322000,71,84,2,2,2,2,13,3823379274,120483,1534,42164,3458460
58,20231,11680640,3607265,20851349000,1026,1140,4,40,4,45,114,117817846620,2903996,170825,35231,22048225
59,20231,11710632,3910198,1507436000,110,122,3,4,4,5,12,8548243631,264375,10171,31488,6325142
60,20231,11710650,3079387,5247826000,354,404,4,17,5,20,50,34037412010,865287,9422,29377,7947684
61,20231,11710520,3891704,438380000,58,67,2,1,0,0,9,2830054188,84884,23596,23982,5633431
62,20231,11740580,3688535,863544000,55,60,5,3,7,4,5,6006505399,138484,2638,14123,2553967
63,20231,11110570,5136717,151299000,15,15,7,1,0,0,0,608192952,36031,608,8491,1956422
64,20231,11110530,5007768,6233025000,371,398,3,10,4,16,27,36606440193,860864,47822,8486,3886303
65,20231,11110680,2112817,472472000,73,73,1,1,1,1,0,4574047317,111231,344,9581,5903021
66,20231,11140605,3082514,3920343000,270,284,2,5,4,11,14,28726575972,669700,15914,1457,5466366
67,20231,11140670,3247840,1308034000,147,162,6,9,4,6,15,10944479382,336801,1714,11965,5881569
68,20231,11170570,3817026,254001000,45,45,2,1,0,0,0,1183990865,44900,4609,14528,4206012
69,20231,11170630,5974291,818183000,65,68,2,1,2,1,3,3751124618,104915,10866,28057,4841833
70,20231,11170640,3596083,59811000,12,12,0,0,0,0,0,150615488,10952,2906,9521,1511256
71,20231,11170660,3261019,741371000,62,62,2,1,3,2,0,2117390470,55951,1258,9481,2986092
72,20231,11200720,2566462,100123000,36,36,3,1,6,2,0,1139978617,43957,1247,11173,3025811
73,20231,11215810,5284540,1336505000,73,82,6,5,10,8,9,4405399186,122247,16633,33732,6094173
74,20231,11215780,2846023,1749046000,57,65,0,0,5,3,8,8351089930,201188,2288,11129,2371041
75,20231,11215760,2390961,491399000,114,120,3,3,4,5,6,2541733750,92129,1489,17505,4873100
76,20231,11260565,2336892,1503768000,200,211,5,10,2,5,11,14231225210,478030,1764,34196,9750543
77,20231,11290620,3341356,396862000,49,56,4,2,5,3,7,1853729010,57735,1152,18977,5005853
78,20231,11290640,2482564,724193000,68,74,1,1,3,2,6,2618420356,68794,2441,14792,3043171
79,20231,11305535,2318870,1371239000,175,187,3,5,3,6,12,7033352676,227244,1850,22868,7981052
80,20231,11305615,2220463,826917000,123,128,2,2,1,1,5,4906396053,213617,1920,21607,6326509
81,20231,11305635,2205999,4603745000,389,420,2,7,3,12,31,26423799427,579186,3385,23645,10731659
82,20231,11320700,2099146,384454000,80,83,4,3,2,2,3,2532368550,126554,1017,21677,3257161
83,20231,11320660,2440535,405440000,47,49,2,1,8,4,2,680576152,25923,1769,21760,5069378
84,20231,11350595,2786137,3127148000,239,257,2,4,3,7,18,15905586689,462511,6301,37367,11238913
85,20231,11350560,2777397,1781914000,142,158,2,3,2,3,16,7750069022,247400,2778,22187,4608411
86,20231,11350625,2936682,1076363000,50,62,2,1,3,2,12,2936000189,148938,2225,39546,4460445
87,20231,11380570,2535013,2040882000,215,234,3,7,5,11,19,9136576065,270973,2617,30107,11541603
88,20231,11380640,2838450,477189000,84,88,0,0,3,3,4,1627442731,49829,2848,15115,3502311
89,20231,11410690,4622839,496275000,72,80,4,3,5,4,8,2849293187,76135,3997,15986,1250989
90,20231,11410710,4005416,255106000,25,29,7,2,7,2,4,182027898,4615,1739,19466,3048671
91,20231,11410720,2590646,1131534000,116,124,3,4,4,5,8,8146151392,238146,3057,34442,11974582
92,20231,11410585,3331768,7937987000,414,458,2,7,3,13,44,27572680229,904378,5047,17521,10740776
93,20231,11410660,3093859,305219000,66,71,0,0,1,1,5,2926180867,63359,7584,20855,4034528
94,20231,11410620,3459117,757209000,78,86,2,2,0,0,8,4391981631,137907,2477,22602,6243394
95,20231,11440655,4339738,1902436000,155,162,4,6,8,13,7,4999745583,148858,6283,25284,5994999
96,20231,11440610,4051438,1200508000,64,71,1,1,4,3,7,3760097911,96070,3956,10246,5228149
97,20231,11470550,5987821,1365843000,49,56,2,1,5,3,7,2124790687,106897,31153,44710,4467615
98,20231,11470630,4725315,1038173000,76,84,4,3,1,1,8,4609909060,119599,13985,21607,4438943
99,20231,11500603,3560388,10815462000,527,618,6,34,5,29,91,41742793091,882889,5337,26585,3556253
100,20231,11500540,2485455,2975529000,278,293,4,12,2,7,15,13531959099,384326,5031,51684,17456699
101,20231,11110550,3647449,670142000,33,35,3,1,3,1,2,758758391,26759,4115,9744,1103990
102,20231,11530540,2888444,5838562000,333,402,7,26,5,19,69,36573715048,1238613,52394,26146,7195838
103,20231,11530560,3213284,3271885000,243,272,2,6,3,7,29,19783119967,471350,14392,29629,6973345
104,20231,11530790,2682295,388060000,60,61,5,3,5,3,1,2908568534,113180,3693,25143,2378505
105,20231,11530770,2574851,787611000,99,108,1,1,2,2,9,4085540476,146609,4294,20637,4130265
106,20231,11545630,2386851,899786000,168,176,3,5,6,11,8,6941038604,199992,4188,24757,5771250
107,20231,11560605,4019445,4020991000,281,313,5,17,5,15,32,24222878798,626060,81647,32692,9746127
108,20231,11560660,2717791,187787000,30,34,0,0,0,0,4,747458489,23283,1248,9364,2871615
109,20231,11620715,3262195,134562000,15,16,6,1,0,0,1,718914706,16729,1315,17130,1383994
110,20231,11620525,2529995,937473000,116,126,2,2,5,6,10,5357859797,151221,1838,24290,3605993
111,20231,11620645,2412001,4217566000,164,187,2,4,3,6,23,14969789222,498829,2912,22834,5696556
112,20231,11620565,3455108,162613000,37,43,5,2,9,4,6,213931643,10456,7335,32568,4822496
113,20231,11650610,3864301,4630414000,136,153,5,7,5,8,17,16515740305,258104,16805,20416,5209862
114,20231,11680600,7421305,1156565000,54,57,2,1,4,2,3,4040513873,110675,20053,24865,4893390
115,20231,11680655,5412484,1777783000,97,107,0,0,2,2,10,7009394142,163108,40888,21644,6930543
116,20231,11710540,2435636,257819000,81,86,1,1,2,2,5,1892628281,70740,955,22624,3754189
117,20231,11740685,2840603,3027223000,318,347,4,12,4,14,29,20380773542,674065,9468,46207,17266648
118,20231,11740590,4470889,242041000,15,20,0,0,0,0,5,1411581219,53405,3192,19270,1427755
119,20231,11110710,2607311,685710000,90,97,2,2,6,6,7,4996172265,228152,1942,9149,5220993
120,20231,11140645,3566241,405326000,48,53,8,4,2,1,5,1453117332,53774,3104,15318,3347230
121,20231,11140570,3033044,2444797000,195,209,2,5,3,6,14,13303727472,369084,17346,3851,2146623
122,20231,11170590,3568910,394294000,64,70,0,0,0,0,6,3776420489,111430,2710,12606,2614784
123,20231,11200660,3263294,3799567000,181,196,4,8,8,16,15,17775249230,607479,6301,14754,5582629
124,20231,11200645,4836487,872071000,52,55,4,2,6,3,3,972983313,23678,4791,23133,2952609
125,20231,11200535,4015131,2368579000,216,239,5,13,5,11,23,13735223436,265271,5949,19658,5786774
126,20231,11200570,4408744,287857000,23,27,7,2,11,3,4,635956811,12876,268,26603,4495290
127,20231,11230650,2863708,3080639000,290,318,3,9,3,9,28,18633152463,549824,10768,36646,9196864
128,20231,11230560,3070695,1593959000,188,201,2,4,4,8,13,4933294997,150540,1537,28613,10678688
129,20231,11230570,3136080,454747000,41,44,5,2,5,2,3,1592197872,40055,4013,20201,2517347
130,20231,11260540,2573570,210938000,67,68,2,1,4,3,1,1311682280,31756,1624,20660,5325776
131,20231,11260550,2233073,199473000,40,43,0,0,2,1,3,1920994152,44379,1080,9670,2354230
132,20231,11260580,2969913,787901000,52,56,5,3,2,1,4,1190275439,41203,2499,25886,5219916
133,20231,11290780,3113825,336243000,39,44,5,2,5,2,5,1019998764,33700,1195,10387,2829835
134,20231,11290650,3038165,856771000,69,79,1,1,5,4,10,4124275970,151307,2401,27377,3303795
135,20231,11320710,2962092,648078000,37,40,0,0,0,0,3,3262992300,99533,3005,29657,3644812
136,20231,11350710,2955988,297024000,22,25,4,1,4,1,3,1118018952,48975,2626,23749,1913959
137,20231,11350624,3196660,1999251000,110,120,0,0,2,2,10,10904659968,279667,2064,21511,3049490
138,20231,11350611,3611061,1137637000,71,81,1,1,1,1,10,3825886019,85052,4631,28983,3717227
139,20231,11380632,2635300,245799000,36,37,3,1,3,1,1,669074499,37841,1918,21138,3098656
140,20231,11410685,2874442,855260000,92,98,5,5,1,1,6,4108588365,100249,5835,27823,4351694
141,20231,11440585,4217433,3219585000,167,180,3,6,4,8,13,19374201234,359039,13141,22198,3496789
142,20231,11440630,4157605,736426000,77,87,5,4,3,3,10,2817881867,92174,5675,21438,5123070
143,20231,11440590,4787212,2519702000,190,211,2,5,6,12,21,20395867180,362227,13701,20469,5979500
144,20231,11470510,5667672,4756073000,165,202,2,3,2,3,37,14623020215,354907,17427,27807,4976882
145,20231,11470670,5384412,269546000,9,13,0,0,8,1,4,275767171,20234,18155,26460,2089460
146,20231,11500641,3044446,305952000,42,43,0,0,5,2,1,1221589569,35253,5011,25941,2971376
147,20231,11530740,2805757,883609000,129,140,4,5,3,4,11,4163464743,129688,4844,32447,8284242
148,20231,11530510,4380318,2201852000,113,135,2,3,1,1,22,5409389318,103771,13037,37145,6232956
149,20231,11545510,2567594,6186579000,494,589,3,16,2,11,95,40060900490,1520540,84451,18712,5058118
150,20231,11560710,2686240,1851886000,90,92,2,2,3,3,2,2268109318,68632,4606,13629,5568674
151,20231,11560670,2656511,433894000,28,29,3,1,0,0,1,791460511,21612,1404,9645,3420920
152,20231,11560540,5590853,16004573000,782,856,3,24,3,26,74,105713141779,2012788,217817,28793,6002017
153,20231,11560535,3570107,9382449000,434,479,3,12,2,10,45,37220935791,1009521,14217,17225,10996570
154,20231,11590650,2844168,353591000,40,43,5,2,5,2,3,1379257308,46855,1399,14300,3939883
155,20231,11620735,2622408,2120272000,160,174,2,4,5,8,14,6669403182,308989,3077,22444,7012821
156,20231,11620685,2430662,757727000,111,120,3,3,5,6,9,4488348917,151368,4234,23022,7654241
157,20231,11620655,2403237,571337000,97,102,2,2,4,4,5,2148401893,81872,1011,18403,6638677
158,20231,11620605,3063077,1516120000,165,176,4,7,6,10,11,8591344327,230752,4644,34935,8833404
159,20231,11620625,2783693,1106182000,93,100,3,3,3,3,7,4225230100,191969,3435,27630,6389296
160,20231,11620615,2633493,1399628000,89,101,7,7,8,8,12,6040755874,249661,1420,14535,5581718
161,20231,11650560,5338302,1293449000,121,129,4,5,2,3,8,7678221929,226447,7332,28508,6869833
162,20231,11650621,4557937,1416786000,114,118,3,3,5,6,4,10447955463,344901,21837,22692,6549055
163,20231,11650590,4856162,1209957000,99,107,1,1,2,2,8,5960987823,173088,28234,21003,4295066
164,20231,11650520,5196131,4083715000,237,256,2,4,2,6,19,29275371030,642179,67858,17183,6821410
165,20231,11650651,4173236,3273442000,233,252,4,11,5,12,19,26017683593,662856,33395,47758,8606335
166,20231,11680580,5098096,5807865000,282,319,3,9,4,12,37,49531697911,971165,130157,12969,4550357
167,20231,11680545,5808537,10449189000,332,346,5,18,3,9,14,36487386293,589693,44490,28557,8120610
168,20231,11680730,3022931,787764000,75,91,6,5,8,7,16,7171821262,235439,2518,17211,2864225
169,20231,11710532,3033238,815760000,57,61,3,2,2,1,4,5232906148,172654,2952,17995,3640680
170,20231,11710562,2928271,6649802000,297,325,5,15,6,18,28,43287133927,752480,24911,24312,6733565
171,20231,11710647,4202887,1090991000,55,73,4,3,3,2,18,489003705,16112,1268,17776,3426072
172,20231,11710680,5452682,501108000,35,42,0,0,2,1,7,819800341,43846,21831,37310,3274044
173,20231,11710720,6014516,27153000,6,6,0,0,0,0,0,66000000,4050,14130,10540,663729
174,20231,11710646,3263464,699456000,68,75,1,1,7,5,7,6206084237,117402,6769,32060,8183448
175,20231,11740530,3540203,1898402000,123,140,4,6,5,7,17,8985564625,281560,4220,23041,4941886
176,20231,11740540,4514278,1218143000,48,56,2,1,5,3,8,4435985594,160787,2874,18340,2155497
177,20231,11740650,2824592,2002206000,154,163,4,7,1,2,9,8218462498,182793,2304,24045,8498919
178,20231,11140665,3621349,405159000,41,44,0,0,2,1,3,1984387648,48924,1504,11648,3419860
179,20231,11140680,4435938,980693000,91,105,2,2,2,2,14,7174730190,183013,4348,8328,1991162
180,20231,11170560,4450695,1189586000,149,156,3,4,2,3,7,11494096187,339181,4677,12933,5230273
181,20231,11170650,3682946,2865427000,164,169,4,6,4,6,5,7412487313,183451,13034,7126,2486189
182,20231,11170685,4381088,5030564000,211,221,5,10,5,11,10,21302599880,388662,41934,19536,5920967
183,20231,11200590,4010011,220915000,18,20,0,0,5,1,2,824603584,23579,2304,13659,3528004
184,20231,11200690,3358391,5291317000,243,266,4,10,3,9,23,22865189937,769751,23863,10873,5606871
185,20231,11200580,3858472,83552000,13,13,0,0,0,0,0,318020221,9780,1688,16178,3143241
186,20231,11215730,2604535,1876366000,158,184,3,5,2,4,26,10111042544,271104,2363,19686,5628359
187,20231,11215820,2745988,1457454000,140,157,4,6,4,6,17,6310781453,208537,12355,21955,7996416
188,20231,11215830,2999213,851931000,76,79,5,4,5,4,3,4007458198,96628,5005,25781,5302118
189,20231,11230750,3137841,280859000,38,40,3,1,8,3,2,1367008072,35560,2210,21209,3951702
190,20231,11260690,3060535,649429000,49,55,2,1,2,1,6,2970595185,74928,3776,23997,1929408
191,20231,11290660,4462339,667492000,51,62,0,0,7,4,11,1213862334,42164,6329,38001,6996513
192,20231,11290610,3162623,528198000,74,81,3,2,5,4,7,3277510466,91721,6952,12473,5838233
193,20231,11290760,2231978,342708000,77,84,1,1,5,4,7,3158069427,96407,1324,20012,7189465
194,20231,11305534,2473211,300366000,67,68,4,3,0,0,1,2039865187,68740,1087,26436,11666783
195,20231,11320521,2275377,1400651000,210,220,4,9,4,8,10,9875475637,278937,2162,22048,3858710
196,20231,11320670,2430154,1126683000,102,114,4,4,3,3,12,4392693900,154769,1469,20146,4382760
197,20231,11320680,2438072,1046530000,81,86,6,5,4,3,5,5086040264,143989,2022,17430,5623570
198,20231,11320513,2229423,414783000,83,86,2,2,4,3,3,3165094643,91694,775,15312,4143346
199,20231,11320514,3547959,1104662000,94,102,6,6,5,5,8,6391974057,171096,2724,30025,3665277
200,20231,11350600,3394877,2019989000,128,143,3,4,4,5,15,7031723895,236948,7078,41090,7819213
201,20231,11350665,2644186,315650000,103,104,1,1,9,9,1,3128753273,88041,2343,27744,8024933
202,20231,11110640,3024996,2994852000,100,118,0,0,0,0,18,9321081885,295230,5235,8190,3430517
203,20231,11680660,5336373,11607000,4,5,0,0,0,0,1,8015226,79,18376,6308,786304
204,20231,11350619,4197248,879761000,55,63,2,1,3,2,8,2523059868,104636,1798,26352,4148487
205,20231,11380631,2637581,1051529000,72,80,3,2,9,7,8,3742054089,114898,2475,27669,6375900
206,20231,11440740,4158486,3690232000,282,332,3,9,3,11,50,20669689068,584258,15320,33829,5570020
207,20231,11470530,3101712,940305000,91,99,7,7,7,7,8,4132912805,144655,2504,21251,4994328
208,20231,11500620,2896818,1878387000,162,175,3,5,3,5,13,8338927136,256044,33826,21949,5557683
209,20231,11500520,3322838,1631026000,141,159,4,6,4,6,18,9190072060,343050,8609,21207,5251752
210,20231,11500550,2385531,223690000,44,44,5,2,7,3,0,937401321,38606,1532,19772,3327504
211,20231,11500591,3040513,1993728000,214,235,3,8,4,10,21,10414448654,230403,10754,24725,5234536
212,20231,11530760,2512790,507615000,74,84,2,2,0,0,10,2547940212,59588,1995,20217,3401103
213,20231,11545640,2255044,666522000,99,107,2,2,3,3,8,3845667357,89802,1765,16891,3843207
214,20231,11545700,2405620,134797000,48,51,2,1,0,0,3,1181014300,32648,1558,21890,2430949
215,20231,11560585,3031484,627566000,58,64,2,1,2,1,6,1670520772,87705,1619,19997,5340506
216,20231,11560650,3085442,632693000,70,74,1,1,3,2,4,3049328186,82500,1332,16658,6241887
217,20231,11560620,3672088,1751703000,150,165,1,2,3,5,15,12251627925,373540,14774,22099,5120657
218,20231,11590651,3047661,249736000,19,21,0,0,5,1,2,409286642,13226,1931,11517,3385377
219,20231,11620745,2593695,243681000,57,57,0,0,9,5,0,1101115364,52410,1795,25864,7115705
220,20231,11620545,3682775,131524000,41,45,9,4,9,4,4,412548869,11380,2705,17325,3180762
221,20231,11650660,4047063,767330000,48,53,0,0,2,1,5,2496418207,46157,14211,18416,2071753
222,20231,11650581,5280483,6500672000,130,157,0,0,4,6,27,10810763791,246745,94714,19165,5750920
223,20231,11650510,4769119,2350312000,169,191,3,6,7,14,22,15684599306,456773,47386,20781,8034939
224,20231,11650530,4678950,7565406000,443,491,4,17,4,17,48,54300649600,1286505,68236,25750,12202997
225,20231,11680531,3973993,5830052000,452,491,4,21,5,23,39,53549886010,1147642,55372,21289,11257195
226,20231,11680650,5367397,3951911000,337,359,3,10,3,11,22,15109583396,505672,51209,36291,12554185
227,20231,11710631,4973588,665196000,81,83,2,2,0,0,2,12255343891,200441,5913,735,778730
228,20231,11710580,3129216,4501768000,150,162,4,7,3,5,12,15162943323,377097,8660,26130,6417294
229,20231,11710670,6352641,403654000,18,20,0,0,0,0,2,1715032883,113825,7793,37790,1802534
230,20231,11710510,3011150,259666000,55,60,0,0,2,1,5,1695306465,52863,1718,15603,5007234
231,20231,11740515,3073250,629401000,31,39,3,1,5,2,8,1391495974,43748,1357,34450,4512223
232,20231,11740700,3414406,1193023000,98,106,3,3,2,2,8,6089246337,160521,4961,27231,7298615
233,20231,11740520,3690212,705537000,81,84,2,2,2,2,3,4016292525,99110,3611,8782,3418130
234,20231,11740640,3438376,1381379000,130,149,5,7,4,6,19,8276784129,294263,17072,19174,6018792
235,20231,11110600,3479766,1374433000,81,88,1,1,2,2,7,8925440657,241555,11728,4350,1316000
236,20231,11110540,3442534,1348544000,67,69,1,1,0,0,2,7375948354,214801,5862,2597,931818
237,20231,11110630,2531450,3350685000,282,302,1,3,3,10,20,22832949802,652548,15588,5316,6719965
238,20231,11140580,2895026,1219792000,61,63,0,0,0,0,2,5458486470,117066,10396,4951,2268052
239,20231,11200615,3751434,610635000,111,116,0,0,3,3,5,4379768022,130806,697,24420,6545677
240,20231,11200670,2900762,2233783000,164,176,1,2,2,4,12,10172010135,387854,10042,18477,5261695
241,20231,11215847,2795134,3238949000,137,151,3,4,5,8,14,7600314299,249762,1152,19042,8262139
242,20231,11230545,2792227,1423951000,288,296,3,8,3,9,8,11924481642,489312,5479,23990,12572168
243,20231,11260575,2354962,1331578000,209,226,4,8,5,12,17,9381148562,277118,3459,24806,6453303
244,20231,11260630,2533867,771430000,112,121,4,5,6,7,9,6348385660,181060,2062,18734,5918727
245,20231,11260610,2253552,1154460000,203,212,6,13,4,8,9,10137940502,315747,1532,26132,8324578
246,20231,11290590,4297592,88289000,7,8,0,0,13,1,1,478060628,19556,11726,23961,2861649
247,20231,11290810,2864182,1866425000,186,201,5,9,3,5,15,13361209361,292433,3732,33174,10355708
248,20231,11290600,2896471,2958946000,148,166,5,8,4,7,18,11038583179,486847,4686,5435,6957874
249,20231,11305545,2555447,2977173000,224,251,2,5,4,9,27,17497601107,400118,2249,27542,12583854
250,20231,11305660,2359990,610349000,95,100,3,3,4,4,5,3146038849,88779,4298,31270,8865380
251,20231,11320512,2551630,659360000,79,81,5,4,4,3,2,3336262225,94632,2466,30878,10244242
252,20231,11350720,3132098,173704000,11,14,0,0,0,0,3,607614494,37562,1064,17781,2006220
253,20231,11350695,3152836,1911460000,121,140,4,6,4,6,19,7602883059,222453,6346,36633,6275605
254,20231,11350580,3110675,637148000,26,31,7,2,10,3,5,2125609592,89470,1502,33913,2675788
255,20231,11380552,2539257,1762457000,153,163,4,7,6,10,10,6507204488,174473,3915,28906,6237695
256,20231,11380650,3253972,133867000,44,47,6,3,4,2,3,1242918443,34660,1766,7827,1641168
257,20231,11380625,2521877,1584779000,201,214,4,8,6,12,13,6689791233,186582,4694,48771,12324327
258,20231,11440690,2802536,3201202000,186,188,3,6,3,6,2,11394710532,363915,3153,21608,6732452
259,20231,11440555,5237419,1227012000,107,119,3,3,0,0,12,4558142937,122674,11780,21498,6705271
260,20231,11500530,3352636,522905000,37,43,2,1,5,2,6,1770672330,55917,4992,21918,3897592
261,20231,11500590,2398795,1298177000,126,140,2,3,4,5,14,6435340478,190396,2983,36422,8623475
262,20231,11530720,2972418,1284566000,106,128,2,2,1,1,22,7149700452,213933,7767,24431,3942899
263,20231,11545620,2251577,564178000,87,97,5,5,6,6,10,3513693367,107869,1789,20805,3723059
264,20231,11545670,2757307,2525334000,285,310,3,10,5,14,25,16014439691,384113,6679,34306,5795741
265,20231,11545680,3181421,67274000,7,10,0,0,0,0,3,136190462,7194,3435,23869,1700278
266,20231,11560690,3616070,433087000,37,44,2,1,5,2,7,1348570546,37082,2693,12751,4135463
267,20231,11560610,3508250,1097989000,126,146,2,3,5,7,20,6884203582,224681,12821,17070,5562457
268,20231,11590510,3583099,2199018000,249,272,1,3,3,9,23,10143279389,409374,5875,30860,6338991
269,20231,11590520,2420761,1459164000,109,114,4,4,5,6,5,15039290943,350822,4687,13262,3614626
270,20231,11590560,2563258,569566000,71,75,0,0,1,1,4,3609419664,102652,2530,28952,6466231
271,20231,11620630,3234026,2036658000,98,106,2,2,1,1,8,7155349548,166100,3714,18394,4843677
272,20231,11620665,2530625,549360000,75,79,1,1,8,6,4,2394295893,90063,1808,24645,5145446
273,20231,11620595,2768161,1961486000,179,193,5,10,4,7,14,10746296520,378276,6665,27130,10945194
274,20231,11650531,6475383,6070345000,173,196,5,9,6,11,23,24415972837,579145,37488,26577,6874901
275,20231,11650540,5458458,1861405000,181,193,1,2,3,5,12,18604854491,417895,16302,26523,6792302
276,20231,11680521,3277066,6358058000,384,418,5,19,5,22,34,41442906196,869043,41576,23747,10431527
277,20231,11680610,6017362,3408023000,199,235,2,4,4,9,36,20677308444,663966,92377,40398,6168629
278,20231,11680510,5099915,7796384000,287,313,3,9,3,10,26,30181557797,614725,27942,18137,7192218
279,20231,11680720,5444886,523282000,13,16,0,0,0,0,3,1116935475,2693,36779,25466,2457499
