,기준_년분기_코드,행정동_코드,월_평균_소득_금액,음식_지출_총금액,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수,당월_매출_금액,당월_매출_건수,총_직장_인구_수,총_상주인구_수,총_유동인구_수
2435,20192,11440700,3070818,880261000,106,113,4,5,4,4,7,2756427207,82228,2311,19446,4312381
2436,20192,11470670,5626744,316395000,15,21,5,1,5,1,6,117910958,8019,20562,25020,1277055
2437,20192,11500530,3501832,582552000,33,41,7,3,5,2,8,1479930975,58943,4908,22020,2509454
2438,20192,11500590,2502064,1100148000,102,116,3,3,3,4,14,2559104511,80812,3064,35990,5702153
2439,20192,11500591,3196882,1919513000,180,208,5,11,6,12,28,6832162483,171198,12767,24482,3816688
2440,20192,11500611,3253887,1588286000,120,134,8,11,4,5,14,4557696546,156194,3308,38376,3582022
2441,20192,11500615,4295200,1050505000,88,96,9,9,5,5,8,3757998743,87311,6792,45883,5121091
2442,20192,11530790,2794550,412665000,61,66,3,2,3,2,5,1506645792,41686,4385,25043,1834440
2443,20192,11545630,2493680,882350000,169,179,7,12,3,5,10,5013378646,149386,4261,25830,3570518
2444,20192,11560535,3773609,7258839000,421,487,3,13,4,20,66,19548074065,681229,13724,25010,6967769
2445,20192,11560585,3221750,625888000,65,71,4,3,3,2,6,1264634892,62371,2188,18590,3903042
2446,20192,11590530,4083805,2029143000,141,160,3,5,3,5,19,6320942001,289233,5202,46609,6642812
2447,20192,11590560,2702836,475697000,63,65,2,1,3,2,2,2270983987,85687,2336,29601,4366620
2448,20192,11590605,4148400,2281564000,157,176,2,4,3,5,19,7409602731,348282,1530,29303,5556292
2449,20192,11590650,3021018,359800000,39,42,17,7,0,0,3,854264828,41137,1508,14675,2871274
2450,20192,11590651,3287954,308670000,21,24,4,1,0,0,3,640420248,21897,1888,12764,1606768
2451,20192,11590660,3684332,1234755000,98,110,8,9,1,1,12,4298231383,144247,11319,40019,4729347
2452,20192,11590680,3589636,1635315000,119,136,4,6,3,4,17,5661359614,213656,20920,21504,3589876
2453,20192,11620575,3080259,1300092000,100,110,5,5,6,6,10,5476142160,181485,3817,29938,5121024
2454,20192,11650510,5039491,2420918000,170,196,4,8,5,9,26,10231495970,414667,31794,21345,5266788
2455,20192,11650580,6253477,1898640000,47,51,0,0,2,1,4,2925644725,99162,9082,19502,1870871
2456,20192,11650621,4675273,1247402000,122,129,5,6,2,3,7,6465989449,195781,20636,24237,4113010
2457,20192,11680630,4304601,4651337000,255,306,6,17,6,18,51,24814504109,752199,36064,21068,5947094
2458,20192,11680660,4197165,7702000,4,5,0,0,40,2,1,5799927,137,14570,8834,464289
2459,20192,11710510,3068409,283958000,63,68,0,0,2,1,5,1443655678,47059,1779,15502,3833481
2460,20192,11710550,2411790,529486000,92,105,5,5,5,5,13,2672922916,90497,2691,22906,3597656
2461,20192,11710561,4111503,1455990000,114,130,5,7,2,3,16,6809940978,206602,9756,16485,2176806
2462,20192,11710562,3030242,4656390000,286,328,6,21,6,18,42,25075686973,507145,20642,25079,4301382
2463,20192,11710610,2919496,1619726000,143,158,4,7,5,8,15,6068327584,221563,7184,32956,4546631
2464,20192,11710642,4902348,3899084000,240,319,9,28,6,20,79,9576025901,393686,40535,29680,2307796
2465,20192,11710647,2245145,1012878000,39,58,16,9,7,4,19,261563539,11525,1470,28836,1955571
2466,20192,11740515,3174134,665149000,30,38,11,4,8,3,8,894188279,32015,1630,32662,2117756
2467,20192,11740560,2491396,187772000,46,47,4,2,9,4,1,1052185405,45376,2057,7654,775927
2468,20192,11740685,3022034,2519679000,298,332,6,21,5,16,34,14166049045,455206,9675,47359,9996347
2469,20192,11110540,3772087,1013229000,76,79,1,1,1,1,3,5392464420,152800,6612,2819,643777
2470,20192,11110690,3115447,50965000,9,11,9,1,18,2,2,121382740,5078,223,7105,542553
2471,20192,11170640,3685361,33617000,12,12,17,2,17,2,0,116629707,8515,2199,8948,1110218
2472,20192,11200670,3060650,1267330000,172,185,5,10,6,11,13,5231020350,205969,9090,17624,3483068
2473,20192,11200720,2673881,121107000,34,35,6,2,6,2,1,469009664,22545,1500,11263,2116786
2474,20192,11200790,2514752,830758000,125,136,6,8,5,7,11,4320518199,161918,5295,15001,2096382
2475,20192,11215770,2642795,774251000,98,111,5,5,4,4,13,2786626766,100228,4845,30927,5083186
2476,20192,11215840,4597422,1567224000,74,87,8,7,5,4,13,3966406316,144880,3676,30912,4633125
2477,20192,11230545,2941000,1229218000,257,263,6,15,5,12,6,7687950368,355332,5280,24483,9374540
2478,20192,11230570,3275102,458636000,43,44,0,0,2,1,1,881320883,26816,4726,19823,1797692
2479,20192,11230710,3380282,2099370000,138,165,6,10,7,11,27,6597274700,288451,849,10176,3751037
2480,20192,11260570,2743036,632332000,116,117,3,4,3,4,1,4067001125,132146,1375,21968,4759511
2481,20192,11260590,2670679,2132620000,260,288,2,7,2,6,28,10444252715,331728,5558,18688,5104094
2482,20192,11260660,2294530,331495000,69,71,7,5,6,4,2,2976977585,82533,1265,18089,2973488
2483,20192,11290590,4465040,110684000,15,15,0,0,7,1,0,416164077,16122,2734,18858,1243876
2484,20192,11305645,2552516,1271637000,183,190,5,9,3,6,7,8811583442,227760,3116,21662,2774900
2485,20192,11320515,3440219,1549942000,96,111,5,5,2,2,15,3725619389,115550,6198,26003,3907144
2486,20192,11350611,3837330,1065914000,78,89,5,4,5,4,11,3379388529,89499,4953,27951,2794614
2487,20192,11350621,4840224,773823000,30,39,8,3,3,1,9,40290762,2694,2771,28303,2736735
2488,20192,11350630,3165629,2588489000,180,203,5,11,2,4,23,9929504135,282007,6705,40750,4927823
2489,20192,11350670,2555440,504003000,121,128,5,6,5,6,7,2398211710,91764,1672,22426,4821202
2490,20192,11380690,4261653,2151546000,122,159,6,10,2,3,37,5306923685,158127,3410,60227,4155875
2491,20192,11440720,2955418,979614000,90,96,5,5,5,5,6,3278692030,105145,10202,19818,4054770
2492,20192,11470510,5831059,4175193000,163,215,4,8,3,7,52,9101283295,275902,24428,29306,3827734
2493,20192,11470611,2417234,445241000,74,77,4,3,9,7,3,1981895247,82763,3647,25426,1642344
2494,20192,11470620,5283746,1074094000,116,133,8,11,2,3,17,5650535731,215055,13062,21399,2157016
2495,20192,11500604,3220918,301335000,31,36,6,2,3,1,5,495205367,22417,3111,15847,1165509
2496,20192,11500605,3195020,115478000,15,17,0,0,0,0,2,814449933,43261,3834,16410,1320821
2497,20192,11500630,3142710,1687889000,143,169,3,5,3,5,26,5054493267,134049,8317,36180,5097264
2498,20192,11500641,3246472,306045000,46,48,0,0,0,0,2,1127090391,31977,5253,24727,2153746
2499,20192,11545700,2492032,164842000,41,46,0,0,9,4,5,1260893785,36091,1695,23533,2110450
2500,20192,11560630,2921245,668857000,83,92,2,2,3,3,9,2789450494,101020,4085,17494,3804350
2501,20192,11590550,2734347,821969000,51,58,7,4,7,4,7,2635318191,108781,1505,25778,3378464
2502,20192,11590620,3020606,2697670000,191,210,4,8,5,11,19,10589031754,315121,4647,22934,5057326
2503,20192,11590640,3954608,803298000,58,73,4,3,6,4,15,2751023100,87957,14525,24369,3060583
2504,20192,11620545,3918837,172913000,25,26,4,1,4,1,1,460403975,15698,2579,17506,1755610
2505,20192,11620665,2683303,559681000,83,86,13,11,7,6,3,1795616177,72318,1745,24291,3787047
2506,20192,11620725,2690159,1738871000,174,193,6,11,4,8,19,7653686949,248455,3214,17651,4705583
2507,20192,11620735,2747467,2389729000,172,191,4,8,6,11,19,3868679750,260234,2885,23860,4681403
2508,20192,11680656,6744533,1890350000,104,118,3,4,3,3,14,6208847013,192946,200585,33881,2661712
2509,20192,11680730,3090872,692327000,85,104,1,1,0,0,19,5865713324,212730,2605,17135,2613499
2510,20192,11710566,6473427,727091000,16,19,0,0,0,0,3,680743395,14104,27044,19273,518580
2511,20192,11710580,3301762,2757904000,131,148,5,8,3,5,17,9269756150,271384,14081,26093,4178651
2512,20192,11740520,3589920,477347000,79,84,8,7,8,7,5,2265020559,62588,3078,11117,1062877
2513,20193,11110710,2681842,733225000,92,103,4,4,2,2,11,3584762452,187179,2261,10431,6157861
2514,20193,11170510,3150859,709123000,83,89,2,2,5,4,6,4236090139,116611,2254,18205,4346012
2515,20193,11170660,3361431,858274000,74,74,3,2,5,4,0,1865461669,51715,3063,9499,3129317
2516,20193,11200650,4024527,644037000,61,62,7,4,3,2,1,1485282809,49453,4368,16890,2999927
2517,20193,11215770,2642795,795142000,99,112,3,3,2,2,13,3410150259,117539,4845,30927,7235368
2518,20193,11215847,2830773,3326660000,154,169,2,3,5,9,15,6092534675,247534,1406,21501,8378593
2519,20193,11260520,2420311,468508000,165,168,5,9,4,6,3,3172095560,89905,1721,26106,6236844
2520,20193,11260610,2330241,1159581000,186,196,4,7,3,5,10,7668330171,278121,1575,27997,8485164
2521,20193,11305545,2654339,2806173000,226,253,3,7,5,12,27,13520745123,367535,2430,29062,12040999
2522,20193,11305660,2430151,655782000,89,95,3,3,5,5,6,2230622784,81582,3921,32486,8836625
2523,20193,11320521,2375758,1144431000,220,230,2,5,4,8,10,7341852691,216362,2995,22695,3356513
2524,20193,11320522,2975566,544132000,105,107,4,4,4,4,2,2604537722,84749,2049,28527,3137687
2525,20193,11320681,3061547,212577000,14,17,0,0,0,0,3,178950485,8459,1380,19746,2553172
2526,20193,11320710,3082546,637854000,44,48,0,0,0,0,4,3227127126,112221,3168,29132,3523460
2527,20193,11350619,4408060,822219000,56,64,0,0,3,2,8,1568724055,80730,2042,27087,5007359
2528,20193,11380530,2488399,838002000,127,131,5,6,7,9,4,3711642516,150021,3729,40702,6081093
2529,20193,11380552,2670588,1513372000,146,163,7,11,4,7,17,4937043935,169644,3350,30015,6312583
2530,20193,11410585,3495230,8348829000,426,480,4,20,5,22,54,21281637788,959411,5059,18596,10919289
2531,20193,11410615,3534271,1975185000,153,168,7,11,4,7,15,7696183474,274330,14742,37208,9693773
2532,20193,11410720,2727933,906744000,111,120,5,6,3,3,9,5241122359,188051,2920,34947,12199610
2533,20193,11440565,4171837,1564146000,217,233,3,6,4,9,16,9557000344,244506,9196,38196,13856817
2534,20193,11440740,4375860,3779384000,255,304,6,17,9,26,49,11057093491,378167,16702,32937,5559201
2535,20193,11470530,3130290,896399000,88,94,1,1,3,3,6,2821033940,107663,2574,22924,5482052
2536,20193,11470550,6319612,1254518000,52,65,3,2,2,1,13,1844037852,103006,32497,43329,4850802
2537,20193,11470560,2326620,539624000,132,139,4,5,7,10,7,2652779640,91688,2543,21902,3901990
2538,20193,11500641,3246472,311922000,47,49,2,1,0,0,2,1059402742,31656,5253,24727,3033034
2539,20193,11530510,4545698,1834013000,116,137,5,7,2,2,21,3824299024,89661,13394,35097,6878023
2540,20193,11530520,3532583,278000000,31,38,0,0,3,1,7,1705320854,52376,5339,21555,2170469
2541,20193,11530530,2536828,1496271000,263,281,4,10,5,14,18,5600839740,213197,14768,26036,8899167
2542,20193,11545680,3310055,80801000,8,10,0,0,10,1,2,59990430,2657,3553,23016,1614272
2543,20193,11545700,2492032,177039000,42,47,2,1,0,0,5,1207658461,35472,1695,23533,2967363
2544,20193,11560585,3221750,618404000,66,73,8,6,6,4,7,1287121237,63956,2188,18590,5911785
2545,20193,11560710,2825869,1944816000,76,81,1,1,6,5,5,1727526074,50091,3774,12642,4201965
2546,20193,11590630,4182856,2517358000,161,183,6,11,2,4,22,6851738355,218803,2674,28261,8128127
2547,20193,11620545,3918837,173657000,23,24,0,0,8,2,1,459286447,14950,2579,17506,2524174
2548,20193,11620615,2799396,1457755000,100,115,4,5,4,4,15,4588808960,220215,1340,15288,6163143
2549,20193,11650550,6069399,356265000,30,32,0,0,3,1,2,694075330,32018,21332,12542,858202
2550,20193,11650560,5400952,1413840000,115,127,3,4,2,2,12,3816116145,143391,7914,29570,7531254
2551,20193,11650570,6714867,346873000,8,9,11,1,33,3,1,581057958,12558,10467,18121,1539556
2552,20193,11650580,6253477,1935611000,48,52,12,6,10,5,4,3000749081,99350,9082,19502,2861226
2553,20193,11650590,5193592,1227796000,112,120,6,7,5,6,8,4287669274,142722,24426,21469,5684281
2554,20193,11680521,3509309,5789035000,369,404,3,11,2,8,35,25498223938,661240,46558,23606,10738809
2555,20193,11680730,3090872,719855000,86,104,4,4,4,4,18,5800306390,217246,2605,17135,3564199
2556,20193,11680750,3897794,1146935000,85,104,3,3,3,3,19,5569525732,212165,20917,16249,2728586
2557,20193,11710540,2491380,259772000,86,92,1,1,2,2,6,1366867257,54339,1047,18631,3480832
2558,20193,11710550,2411790,512729000,91,102,7,7,10,10,11,2761594596,91234,2691,22906,5496878
2559,20193,11710610,2919496,1615727000,145,159,3,4,2,3,14,6076962593,220119,7184,32956,6906492
2560,20193,11710641,3758166,637649000,94,102,6,6,3,3,8,4101892868,147870,32492,21736,4850581
2561,20193,11710670,6530656,430326000,18,20,0,0,0,0,2,930303572,70388,7776,36912,2650598
2562,20193,11740520,3589920,483372000,78,82,0,0,2,2,4,2265883832,67334,3078,11117,1525915
2563,20193,11110670,2453173,526684000,106,108,2,2,5,5,2,3709212316,143162,1968,5540,4065985
2564,20193,11110680,2179485,285010000,67,69,3,2,3,2,2,2762733490,77155,386,8812,5531203
2565,20193,11140550,3802852,7414298000,488,570,3,18,3,16,82,40275468151,1185163,111467,2835,6455841
2566,20193,11140605,2825506,2159540000,262,278,3,9,3,9,16,14317916502,423265,14731,1706,5445436
2567,20193,11170530,3309515,2363199000,200,229,3,7,3,7,29,13724985558,444192,21846,7826,2546106
2568,20193,11170555,2766669,1214824000,127,137,4,5,5,7,10,5090517629,235815,6033,20285,7957413
2569,20193,11200540,3203860,699976000,119,121,2,2,2,2,2,6249574964,159495,4105,23396,6512289
2570,20193,11200580,4064726,86500000,12,12,8,1,8,1,0,233541966,7092,1279,16316,3249748
2571,20193,11215740,2647649,605971000,134,140,4,5,4,5,6,4720837736,171836,3599,16138,3930877
2572,20193,11230545,2941000,1120265000,251,260,5,13,6,16,9,7250432020,316803,5280,24483,13210926
2573,20193,11230610,3066983,771449000,113,120,3,3,3,3,7,8092223596,258779,2613,27022,6863974
2574,20193,11230650,2969064,2639235000,287,315,3,10,3,9,28,10816220919,373284,11042,37622,9304237
2575,20193,11230720,2879465,1023414000,88,98,3,3,5,5,10,2776674909,120814,1570,13109,5751922
2576,20193,11230730,3195249,356196000,42,46,2,1,4,2,4,1328114654,49322,4680,24371,5080284
2577,20193,11260550,2320566,144941000,38,40,3,1,5,2,2,1745812440,49247,1277,9919,2439550
2578,20193,11260600,2655417,208924000,40,42,2,1,5,2,2,638548549,16631,1565,21373,5751471
2579,20193,11350580,3291780,236194000,27,31,0,0,13,4,4,1591074132,61676,1425,29372,2669554
2580,20193,11350630,3165629,2845380000,182,204,4,9,4,8,22,10867127129,303396,6705,40750,7351370
2581,20193,11380600,2467614,1473829000,191,206,5,11,3,6,15,7474925079,222742,2575,33734,7814702
2582,20193,11470510,5831059,4422910000,166,217,5,10,4,8,51,9298809988,286858,24428,29306,5742972
2583,20193,11470590,2763129,734456000,82,87,1,1,3,3,5,2133629556,72014,1749,19243,3800543
2584,20193,11500570,2482374,873177000,118,131,5,6,6,8,13,4118811530,121629,2723,22382,5038223
2585,20193,11500603,3896460,6988809000,401,504,8,42,5,27,103,25662626173,604783,5891,38818,2968213
2586,20193,11530730,2993535,611132000,90,95,4,4,2,2,5,3153124749,117942,3210,28992,5916561
2587,20193,11530750,3174076,854771000,60,70,3,2,1,1,10,2213276596,88453,7897,32308,4121133
2588,20193,11560540,5911126,10781915000,765,848,3,27,3,28,83,56271667881,1446200,202668,33055,5858958
2589,20193,11560550,3659808,1659049000,244,273,5,14,6,16,29,6523288222,223504,15777,20849,6766114
2590,20193,11560610,3593692,1034545000,139,155,6,9,3,4,16,4137370424,119891,14816,17462,5231017
2591,20193,11560670,2682615,419692000,32,34,0,0,3,1,2,858836868,24827,1452,10232,2535441
2592,20193,11560700,2627876,572576000,90,103,4,4,2,2,13,2189508082,106217,2423,13380,3857368
2593,20193,11590520,2461079,1270464000,117,123,2,3,1,1,6,9264860520,270116,4245,14559,3889560
2594,20193,11590640,3954608,797525000,59,72,4,3,6,4,13,2729623544,88112,14525,24369,5202072
2595,20193,11620595,2968119,1864230000,158,172,4,7,4,7,14,8454076035,341412,7004,28476,10099144
2596,20193,11620605,3265182,1563919000,141,156,7,11,3,5,15,7096511354,218223,7171,35210,7085338
2597,20193,11620715,3470604,130235000,12,12,0,0,8,1,0,658429296,17527,1936,16589,1297446
2598,20193,11650652,3386520,2722650000,308,348,4,15,6,21,40,16716674409,470345,105408,23729,5873222
2599,20193,11650660,3430244,642412000,47,50,6,3,6,3,3,2273365187,41265,5722,18662,2738137
2600,20193,11680610,6108720,3223434000,217,253,3,7,4,11,36,13608578831,515906,96134,40569,6393769
2601,20193,11680655,5625226,1652517000,76,89,2,2,2,2,13,3724297833,112484,62064,21790,5343319
2602,20193,11680656,6744533,1976074000,96,110,1,1,8,9,14,6255994408,195179,200585,33881,3978889
2603,20193,11680740,4476995,212776000,28,32,3,1,0,0,4,252185469,7455,7000,15446,814002
2604,20193,11710561,4111503,1473654000,117,133,5,7,3,4,16,7027792806,217191,9756,16485,3378620
2605,20193,11710562,3030242,4756306000,284,324,5,16,6,20,40,24744305340,500613,20642,25079,6330165
2606,20193,11740650,2891499,1776570000,154,166,3,5,5,9,12,6412517438,197948,8648,24974,9768687
2607,20193,11740685,3022034,2630683000,300,331,5,15,5,16,31,14358781904,460836,9675,47359,15138884
2608,20193,11110560,4757593,826167000,59,65,0,0,2,1,6,3225135587,51327,19203,18656,1048455
2609,20193,11140570,3083903,1930299000,202,219,5,11,5,11,17,9398296465,341254,21006,4055,2716990
2610,20193,11140590,3528755,2417937000,277,317,3,8,1,4,40,15524842217,532532,43127,4936,6309320
2611,20193,11170590,3668097,324187000,58,63,2,1,2,1,5,3026481723,98132,2815,13059,3107309
2612,20193,11170685,4486684,4646059000,199,215,2,5,2,5,16,14059245079,359958,44552,20616,6279022
2613,20193,11200550,3345917,2860690000,138,165,7,11,4,7,27,8045564879,377638,2894,11676,4250849
2614,20193,11200670,3060650,1266532000,169,182,3,6,5,9,13,5511076809,217781,9090,17624,5277227
2615,20193,11215710,2600804,7207609000,304,340,6,20,3,10,36,21610107269,746257,2949,21452,8977322
2616,20193,11215760,2509314,516140000,100,106,5,5,5,5,6,1903111556,66303,1634,17516,4989767
2617,20193,11215840,4597422,1613841000,72,86,4,3,5,4,14,3643946432,141433,3676,30912,7430235
2618,20193,11215850,2829119,1602199000,177,202,3,5,3,6,25,7368710058,242159,3744,22520,7338302
2619,20193,11230705,2910130,949238000,156,167,7,11,7,12,11,4850151997,192053,5452,21609,6642087
2620,20193,11290610,3120240,403384000,85,91,3,3,2,2,6,2042466175,65800,7119,16822,6030004
2621,20193,11290620,3437396,438617000,46,54,0,0,0,0,8,1192346423,45340,1938,20586,5347184
2622,20193,11290630,3043528,486418000,52,60,7,4,7,4,8,1357905108,49208,2019,24589,6037807
2623,20193,11290650,3181533,692791000,66,77,4,3,5,4,11,2497724173,96230,2130,26788,3661635
2624,20193,11290685,3688404,870150000,67,70,4,3,6,4,3,2786647417,83024,434,7593,5051766
2625,20193,11305535,2425660,1383319000,161,171,5,8,8,13,10,5378118320,219945,1916,22780,7383790
2626,20193,11320512,2667920,429115000,71,76,5,4,4,3,5,2347789663,88650,2382,30934,8605874
2627,20193,11320680,2569204,769650000,70,78,5,4,3,2,8,3014962834,107029,1982,17185,5482864
2628,20193,11350560,2917705,1565591000,143,162,3,5,3,4,19,5759316039,226871,3066,25753,5731753
2629,20193,11350600,3520497,1862246000,126,145,6,9,7,10,19,4138650603,212318,7479,40796,8467383
2630,20193,11350611,3837330,1081273000,75,86,2,2,6,5,11,3335730256,90231,4953,27951,3733727
2631,20193,11380510,2957825,1267536000,117,130,3,4,5,7,13,7414289127,206948,5323,33074,6991660
2632,20193,11380520,3416366,1337840000,127,138,4,6,4,5,11,5993717655,192773,3314,30158,7098054
2633,20193,11440555,5325158,1344293000,105,120,1,1,3,4,15,3451873581,106365,21909,27361,6679815
2634,20193,11440710,3074384,3625494000,172,173,5,8,6,10,1,6633451453,160310,3228,16363,6574442
2635,20193,11470570,2867556,425481000,53,58,0,0,2,1,5,1374520614,40166,3014,22315,4219544
2636,20193,11470600,2705521,626877000,68,73,8,6,4,3,5,2668074549,99606,1887,16601,2855917
2637,20193,11500550,2475450,260230000,32,35,0,0,0,0,3,692851479,32845,1530,19667,3686255
2638,20193,11500620,2661003,1926079000,182,199,4,8,3,6,17,6031791471,237289,33434,31315,6567520
2639,20193,11545510,2743530,4959453000,443,538,5,27,4,19,95,25309846075,1119205,96686,20231,3878932
2640,20193,11545610,3118798,1656350000,202,235,5,11,4,9,33,6978675768,227225,13554,37109,5277904
2641,20193,11560535,3773609,7726171000,414,479,2,10,4,18,65,20048273657,700469,13724,25010,10967445
2642,20193,11560660,2798107,145679000,32,37,8,3,14,5,5,519687768,17233,1395,9367,2367611
2643,20193,11590651,3287954,306766000,21,24,4,1,4,1,3,591608950,21212,1888,12764,2728045
2644,20193,11620685,2606098,684173000,102,111,11,12,4,4,9,2543022505,95206,4451,23104,7858629
2645,20193,11620725,2690159,1717297000,172,189,2,4,4,8,17,7289481242,245856,3214,17651,7146230
2646,20193,11620735,2747467,2236221000,176,193,6,12,5,10,17,3852616609,258738,2885,23860,6702478
2647,20193,11620745,2683364,155801000,67,69,7,5,9,6,2,568604898,26154,1886,27742,8014688
2648,20193,11650530,5012006,7067373000,452,509,4,19,3,14,57,34756393581,913919,70799,31499,12589508
2649,20193,11650581,5506481,5183405000,139,169,3,5,6,10,30,8438783958,257649,30278,19586,5105077
2650,20193,11650600,4323901,1559459000,102,126,5,6,4,5,24,5902481054,242731,15865,17427,4762200
2651,20193,11650621,4675273,1260635000,121,129,5,7,5,7,8,6780405295,211589,20636,24237,6440543
2652,20193,11680510,5354543,6307588000,268,308,7,20,4,11,40,17369178833,537071,32035,17604,7554058
2653,20193,11680531,4160634,4904398000,409,445,6,27,4,17,36,29147767268,760081,56782,21644,11168544
2654,20193,11680580,5383113,5727568000,264,304,1,4,3,8,40,33063215247,788437,128192,15114,5604644
2655,20193,11680650,5665510,3784153000,235,256,7,19,4,11,21,10988514286,432652,63309,36406,11817841
2656,20193,11710532,3176315,659402000,56,59,5,3,2,1,3,3196206623,111593,2966,16957,3290931
2657,20193,11710650,3255015,5086199000,326,392,4,17,4,15,66,21061204570,639117,9918,28901,8272199
2658,20193,11710710,5446053,2473411000,142,165,9,14,6,9,23,6048985372,296492,58921,16459,2691634
2659,20193,11740530,3804668,1571808000,113,132,4,5,5,7,19,5938210636,230983,2576,22270,5241827
2660,20193,11740660,3051143,2286441000,252,269,3,7,4,10,17,8352682738,261176,4660,23832,7520595
2661,20193,11110540,3772087,992136000,75,78,0,0,1,1,3,4936838908,151052,6612,2819,967821
2662,20193,11110550,3737869,459667000,38,40,3,1,3,1,2,730627296,27913,4087,10131,1150858
2663,20193,11110650,3472006,3660063000,203,230,4,10,2,4,27,8711577139,377107,5900,16998,8909413
2664,20193,11170625,5151252,5396635000,306,342,3,11,3,11,36,13131350272,318892,50226,15615,5112159
2665,20193,11170640,3685361,41924000,12,12,8,1,8,1,0,119619387,8268,2199,8948,1590940
2666,20193,11200535,4155319,2262814000,200,225,6,13,4,8,25,9645680563,202229,4871,26879,4762665
2667,20193,11200720,2673881,123285000,34,35,6,2,6,2,1,669040439,30158,1500,11263,3169808
2668,20193,11215730,2745005,1634216000,132,155,5,8,2,3,23,4891400423,162955,2752,19648,5080977
2669,20193,11215860,2819976,1143114000,110,119,3,3,3,3,9,3741091166,146326,3943,25167,7167974
2670,20193,11230660,3106817,2748114000,237,273,2,6,4,10,36,10376907522,363263,6869,30332,7030423
2671,20193,11230740,2871724,1109589000,130,140,3,4,3,4,10,3941928462,208994,3991,25054,9066133
2672,20193,11290555,3195932,1485166000,196,207,5,10,4,9,11,8615437713,336880,7165,36449,11062833
2673,20193,11290580,3698444,297487000,15,17,6,1,6,1,2,224818848,10482,2542,15833,3729414
2674,20193,11290600,3030508,2598673000,138,159,9,15,6,10,21,8118610645,482199,5438,15040,6304777
2675,20193,11290660,4589647,709399000,45,54,6,3,26,14,9,1063375995,40803,2105,35047,6719638
2676,20193,11290780,3012853,246787000,47,49,8,4,2,1,2,492721389,9738,1347,11681,3078152
2677,20193,11290810,2825794,1645814000,185,197,4,8,3,6,12,8937416597,243386,3947,32793,10837656
2678,20193,11305575,3908021,597234000,49,56,4,2,0,0,7,1335238693,57216,1194,33122,3663238
2679,20193,11320511,3194112,978307000,81,92,5,5,2,2,11,2578811436,82558,2056,26594,5246149
2680,20193,11320514,3748878,915400000,86,94,2,2,3,3,8,4341604560,130050,3166,28487,3500632
2681,20193,11380560,2747272,430252000,53,55,4,2,2,1,2,1044357421,41667,4973,33506,5168559
2682,20193,11380631,2738618,968088000,69,72,7,5,6,4,3,2656063282,102209,2607,28561,6367690
2683,20193,11380690,4261653,2394708000,122,157,2,3,3,5,35,6444240727,215740,3410,60227,6198032
2684,20193,11440655,4483821,2388336000,159,174,3,6,5,8,15,4309294172,142675,7760,24950,6376645
2685,20193,11470650,2756624,2295656000,201,219,6,14,3,7,18,8807474920,295953,6789,35400,10527202
2686,20193,11500530,3501832,614034000,34,42,7,3,5,2,8,1720021777,63890,4908,22020,3689667
2687,20193,11500560,3326629,1585538000,122,134,4,5,2,3,12,5489357717,209635,5642,22476,3675116
2688,20193,11500590,2502064,1158008000,103,116,3,4,3,4,13,2573937112,81679,3064,35990,8500333
2689,20193,11500591,3196882,1960413000,185,212,6,12,4,8,27,6831681024,183005,12767,24482,5598672
2690,20193,11530760,2630765,509848000,74,83,2,2,4,3,9,2197105573,56549,2085,22528,3256973
2691,20193,11530770,2741835,642126000,98,107,4,4,3,3,9,2794755068,105716,3769,22110,4027738
2692,20193,11530780,2884084,766487000,87,102,4,4,4,4,15,2065379681,72637,4719,44314,5411819
2693,20193,11545630,2493680,934272000,168,178,2,4,3,5,10,5373084579,163313,4261,25830,5479791
2694,20193,11545670,2956143,2301158000,261,283,3,8,5,13,22,11466556087,323117,7551,34010,6331638
2695,20193,11560650,3025842,445376000,61,65,6,4,11,7,4,1581364538,53986,1425,15619,6853655
2696,20193,11590530,4083805,1648380000,143,162,4,6,3,4,19,5737329844,238852,5202,46609,8836056
2697,20193,11590560,2702836,567526000,65,67,5,3,2,1,2,2236919240,84407,2336,29601,6661141
2698,20193,11590680,3589636,1708156000,116,132,2,3,5,7,16,5577518463,217004,20920,21504,5303073
2699,20193,11620775,2355894,405888000,46,53,8,4,0,0,7,1032987159,38014,1615,28894,5910354
2700,20193,11680700,4043458,1165239000,67,87,12,10,7,6,20,2267424097,92936,1650,44695,3283687
2701,20193,11680720,5575551,623001000,15,18,0,0,0,0,3,1073008166,2419,38755,24990,3111284
2702,20193,11710620,3742727,2725180000,271,319,6,20,5,16,48,10957885569,356053,29104,28290,7719208
2703,20193,11740515,3174134,689374000,25,34,6,2,18,6,9,1018221427,37866,1630,32662,3717687
2704,20193,11740580,3864787,1033893000,58,68,3,2,10,7,10,5476893595,141452,2425,14692,2668969
2705,20193,11740590,4615302,269046000,19,26,15,4,12,3,7,751383083,31941,3214,18847,1287178
2706,20193,11110640,3197009,3074006000,103,125,6,7,4,5,22,6068135504,221005,4441,8083,3854399
2707,20193,11140625,2760701,1177573000,77,86,5,4,5,4,9,4935030599,163779,6731,14640,4627692
2708,20193,11200560,3700164,2595450000,115,141,1,2,1,2,26,7387852080,253968,9297,17319,6453413
2709,20193,11200690,3485931,2542949000,235,262,4,10,1,3,27,11103419205,504934,23728,11168,5078242
